:39.5508;41.5039;41.5039;41.9922;43.9453;
:41.0156;42.4805;41.5039;41.9922;44.9219;
:41.0156;42.4805;41.0156;41.9922;44.4336;
:41.9922;40.5273;41.5039;41.9922;43.4570;
:39.0625;41.5039;42.4805;44.9219;45.8984;
:41.0156;42.4805;41.0156;41.9922;44.9219;
:41.0156;42.4805;41.5039;41.9922;44.9219;
:40.0391;42.4805;41.5039;41.9922;44.9219;
:41.0156;41.9922;41.0156;41.9922;44.4336;
:41.5039;42.4805;40.5273;41.0156;46.3867;
:41.0156;42.4805;41.0156;41.9922;44.9219;
:41.5039;41.9922;40.0391;41.9922;42.9687;
:41.0156;42.4805;41.0156;41.9922;45.8984;
:41.9922;41.5039;41.0156;41.5039;43.9453;
:41.0156;41.9922;41.5039;41.9922;45.4102;
:41.0156;41.9922;40.5273;41.5039;46.8750;
:39.5508;42.9687;44.4336;41.0156;44.9219;
:41.0156;41.9922;41.5039;41.9922;45.8984;
:41.0156;41.9922;41.0156;41.9922;46.8750;
:40.5273;41.9922;40.5273;41.9922;43.9453;
:41.0156;41.9922;41.5039;41.9922;45.8984;
:41.0156;41.5039;41.5039;41.9922;45.4102;
:41.0156;42.4805;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.8984;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:42.4805;42.9687;41.5039;41.5039;44.4336;
:41.0156;41.9922;41.5039;41.9922;45.4102;
:41.0156;42.4805;41.5039;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.9922;40.5273;41.9922;43.9453;
:40.5273;42.4805;41.9922;42.4805;45.4102;
:40.0391;41.5039;40.5273;40.0391;45.8984;
:40.5273;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;46.3867;
:41.0156;41.5039;41.0156;41.9922;45.4102;
:41.5039;41.5039;41.0156;43.9453;43.9453;
:41.0156;42.4805;41.0156;41.5039;45.4102;
:34.6680;40.0391;41.0156;41.5039;45.4102;
:41.0156;42.4805;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.5039;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:40.0391;41.9922;40.0391;41.0156;44.4336;
:41.0156;41.9922;41.0156;41.5039;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;42.4805;40.5273;41.0156;45.4102;
:41.0156;42.4805;41.0156;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:40.0391;41.9922;40.5273;44.9219;44.9219;
:42.4805;41.9922;40.5273;39.0625;45.8984;
:40.5273;41.9922;41.0156;41.5039;45.4102;
:41.0156;41.9922;41.0156;41.5039;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.4102;
:41.0156;41.9922;40.5273;41.5039;44.9219;
:41.0156;41.5039;41.0156;41.5039;45.4102;
:38.5742;44.4336;38.0859;41.0156;44.9219;
:40.0391;41.5039;38.5742;41.9922;45.4102;
:41.0156;41.9922;41.0156;41.9922;45.8984;
:41.0156;41.9922;41.0156;41.5039;45.4102;
:41.0156;41.9922;41.0156;41.5039;44.9219;
:41.0156;39.5508;40.5273;43.4570;43.9453;
:40.0391;41.9922;38.5742;41.5039;44.9219;
:43.4570;41.5039;41.9922;42.9687;46.3867;
:41.0156;41.5039;41.0156;41.9922;44.4336;
:41.0156;41.9922;41.0156;41.5039;45.4102;
:41.0156;41.5039;40.5273;41.9922;44.9219;
:41.0156;41.9922;40.5273;41.5039;44.9219;
:41.0156;41.5039;41.0156;41.9922;44.9219;
:41.0156;41.5039;41.0156;41.5039;44.9219;
:41.0156;41.5039;41.0156;41.5039;43.9453;
:41.9922;41.5039;41.0156;41.9922;44.9219;
:41.0156;41.9922;41.0156;41.9922;44.9219;
:41.0156;41.5039;41.0156;41.5039;44.9219;
:40.0391;41.9922;40.5273;41.5039;44.4336;
:41.0156;41.9922;41.0156;41.5039;44.9219;
:40.0391;41.9922;40.5273;41.9922;44.9219;
:41.9922;41.5039;41.5039;41.5039;44.9219;
:41.0156;41.9922;40.5273;41.5039;44.9219;
:41.0156;41.9922;41.0156;41.9922;44.9219;
:40.5273;41.5039;40.0391;41.9922;41.0156;
:41.0156;41.9922;41.0156;41.9922;44.9219;
:41.0156;41.5039;41.0156;41.5039;44.9219;
:41.0156;41.9922;41.0156;41.9922;44.9219;
:39.0625;41.0156;40.5273;41.5039;44.4336;
:41.5039;41.9922;40.0391;41.5039;44.9219;
:41.0156;41.5039;41.0156;41.9922;44.9219;
:37.5977;40.5273;40.0391;40.5273;44.9219;
:40.5273;41.9922;41.0156;41.5039;44.9219;
:41.0156;41.5039;40.5273;41.5039;44.9219;
:35.6445;41.9922;39.5508;42.9687;44.4336;
:40.5273;42.4805;42.4805;42.4805;41.5039;
:41.0156;41.9922;41.0156;41.5039;44.4336;
:40.5273;41.5039;40.5273;41.5039;44.9219;
:40.5273;41.9922;38.5742;41.5039;44.9219;
:38.5742;40.0391;40.5273;40.5273;44.4336;
:44.9219;41.9922;43.4570;41.9922;44.4336;
:40.0391;41.5039;41.0156;41.9922;43.9453;
:40.5273;41.0156;41.5039;38.5742;45.4102;
:41.0156;41.5039;41.0156;41.9922;44.4336;
:41.0156;41.9922;41.0156;41.5039;44.4336;
:41.0156;41.0156;39.5508;39.0625;43.4570;
:41.5039;41.5039;42.4805;42.4805;43.4570;
:41.0156;41.5039;40.5273;41.9922;44.4336;
:39.5508;42.9687;39.0625;41.5039;44.4336;
:40.0391;43.4570;40.0391;41.0156;43.9453;
:41.0156;39.0625;41.5039;41.9922;44.4336;
:41.9922;41.9922;40.0391;41.5039;46.8750;
:40.5273;41.5039;40.5273;41.5039;44.4336;
:41.0156;41.5039;40.5273;41.5039;44.4336;
:40.5273;41.9922;41.9922;42.9687;44.4336;
:39.5508;42.4805;41.5039;41.9922;44.4336;
:40.5273;41.9922;40.5273;41.9922;44.9219;
:40.5273;41.5039;41.0156;41.5039;44.4336;
:41.0156;41.9922;40.5273;41.5039;45.4102;
:44.4336;40.5273;40.5273;41.5039;44.9219;
:41.0156;41.5039;40.5273;41.9922;44.9219;
:41.0156;41.0156;40.5273;41.9922;44.9219;
:41.0156;41.5039;40.5273;41.5039;44.4336;
:40.5273;40.5273;39.5508;41.5039;44.4336;
:41.5039;41.0156;39.0625;39.0625;44.4336;
:40.0391;42.4805;38.5742;41.9922;43.9453;
:41.5039;42.9687;40.0391;42.9687;42.9687;
:39.0625;41.5039;40.0391;41.5039;44.4336;
:41.0156;42.4805;40.0391;41.5039;44.4336;
:41.0156;41.5039;38.0859;41.5039;44.4336;
:41.0156;41.5039;40.5273;41.5039;44.9219;
:40.0391;41.9922;40.5273;41.9922;44.9219;
